"","Country.Region","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","CumCaseNumber","IncCaseNumber","Continent","NumDate","CountryName","Date","StringencyIndex"
"231","Finland",2020-02-16,-3,-2,-24,-8,-3,1,0,0,"EU",1,"Finland",2020-02-16,13.89
"232","Finland",2020-02-17,3,2,10,-10,-13,2,0,0,"EU",2,"Finland",2020-02-17,13.89
"233","Finland",2020-02-18,2,2,22,-9,-13,2,0,0,"EU",3,"Finland",2020-02-18,13.89
"234","Finland",2020-02-19,4,1,34,-8,-13,1,0,0,"EU",4,"Finland",2020-02-19,13.89
"235","Finland",2020-02-20,0,0,30,-10,-14,2,0,0,"EU",5,"Finland",2020-02-20,13.89
"236","Finland",2020-02-21,1,-1,0,-12,-15,3,0,0,"EU",6,"Finland",2020-02-21,13.89
"237","Finland",2020-02-22,-2,-3,-23,-7,-4,0,0,0,"EU",7,"Finland",2020-02-22,13.89
"238","Finland",2020-02-23,5,6,32,1,-1,-1,0,0,"EU",8,"Finland",2020-02-23,13.89
"239","Finland",2020-02-24,5,3,24,-4,-12,1,0,0,"EU",9,"Finland",2020-02-24,13.89
"240","Finland",2020-02-25,4,3,45,-1,-12,2,0,0,"EU",10,"Finland",2020-02-25,13.89
"241","Finland",2020-02-26,5,2,40,-3,-12,1,0,0,"EU",11,"Finland",2020-02-26,13.89
"242","Finland",2020-02-27,3,1,37,-3,-12,2,0,0,"EU",12,"Finland",2020-02-27,19.44
"243","Finland",2020-02-28,4,1,37,-5,-14,2,0,0,"EU",13,"Finland",2020-02-28,19.44
"244","Finland",2020-02-29,2,1,28,4,-2,-1,0,0,"EU",14,"Finland",2020-02-29,19.44
"245","Finland",2020-03-01,-3,-1,-6,-4,-3,0,0,0,"EU",15,"Finland",2020-03-01,19.44
"246","Finland",2020-03-02,3,5,15,-4,-7,1,0,0,"EU",16,"Finland",2020-03-02,19.44
"247","Finland",2020-03-03,2,3,14,-7,-7,2,0,0,"EU",17,"Finland",2020-03-03,19.44
"248","Finland",2020-03-04,-1,-1,12,-8,-8,2,0,0,"EU",18,"Finland",2020-03-04,19.44
"249","Finland",2020-03-05,0,3,8,-6,-8,2,0,0,"EU",19,"Finland",2020-03-05,19.44
"250","Finland",2020-03-06,3,3,27,-6,-8,1,0,0,"EU",20,"Finland",2020-03-06,19.44
"251","Finland",2020-03-07,3,4,28,1,0,-1,0,0,"EU",21,"Finland",2020-03-07,19.44
"252","Finland",2020-03-08,7,8,41,0,1,-1,0,0,"EU",22,"Finland",2020-03-08,19.44
"253","Finland",2020-03-09,-2,3,5,-7,-1,1,0,0,"EU",23,"Finland",2020-03-09,19.44
"254","Finland",2020-03-10,-3,1,-7,-9,-1,2,0,0,"EU",24,"Finland",2020-03-10,19.44
"255","Finland",2020-03-11,-3,1,1,-10,-3,2,0,0,"EU",25,"Finland",2020-03-11,19.44
"256","Finland",2020-03-12,-4,11,0,-13,-3,2,0,0,"EU",26,"Finland",2020-03-12,37.04
"257","Finland",2020-03-13,-9,15,-1,-26,-10,5,0,0,"EU",27,"Finland",2020-03-13,37.04
"258","Finland",2020-03-14,-22,0,18,-27,-8,5,0,0,"EU",28,"Finland",2020-03-14,37.04
"259","Finland",2020-03-15,-24,-4,25,-32,-10,4,0,0,"EU",29,"Finland",2020-03-15,37.04
"260","Finland",2020-03-16,-19,5,11,-34,-23,9,0,0,"EU",30,"Finland",2020-03-16,57.41
"261","Finland",2020-03-17,-29,1,0,-44,-32,13,0,0,"EU",31,"Finland",2020-03-17,57.41
"262","Finland",2020-03-18,-36,-10,32,-47,-41,15,0,0,"EU",32,"Finland",2020-03-18,57.41
"263","Finland",2020-03-19,-38,-12,45,-48,-43,15,0,0,"EU",33,"Finland",2020-03-19,60.19
"264","Finland",2020-03-20,-38,-13,41,-52,-43,16,0,0,"EU",34,"Finland",2020-03-20,60.19
"265","Finland",2020-03-21,-47,-15,42,-51,-21,8,1,0.180408112014675,"EU",35,"Finland",2020-03-21,60.19
"266","Finland",2020-03-22,-44,-15,77,-52,-21,7,1,0,"EU",36,"Finland",2020-03-22,60.19
"267","Finland",2020-03-23,-41,-16,33,-54,-45,15,1,0,"EU",37,"Finland",2020-03-23,60.19
"268","Finland",2020-03-24,-43,-15,36,-54,-47,16,1,0,"EU",38,"Finland",2020-03-24,60.19
"269","Finland",2020-03-25,-43,-16,45,-54,-47,16,3,0.36081622402935,"EU",39,"Finland",2020-03-25,60.19
"270","Finland",2020-03-26,-44,-15,52,-55,-47,16,5,0.36081622402935,"EU",40,"Finland",2020-03-26,60.19
"271","Finland",2020-03-27,-45,-16,46,-58,-47,18,7,0.36081622402935,"EU",41,"Finland",2020-03-27,60.19
"272","Finland",2020-03-28,-51,-16,45,-54,-24,9,9,0.36081622402935,"EU",42,"Finland",2020-03-28,62.96
"273","Finland",2020-03-29,-52,-21,48,-59,-25,9,11,0.36081622402935,"EU",43,"Finland",2020-03-29,62.96
"274","Finland",2020-03-30,-47,-20,32,-57,-48,16,13,0.36081622402935,"EU",44,"Finland",2020-03-30,62.96
"275","Finland",2020-03-31,-49,-18,-2,-59,-49,18,17,0.7216324480587,"EU",45,"Finland",2020-03-31,62.96
"276","Finland",2020-04-01,-45,-13,38,-56,-49,17,17,0,"EU",46,"Finland",2020-04-01,62.96
"277","Finland",2020-04-02,-47,-16,14,-59,-49,18,19,0.36081622402935,"EU",47,"Finland",2020-04-02,62.96
"278","Finland",2020-04-03,-48,-15,0,-62,-49,19,20,0.180408112014675,"EU",48,"Finland",2020-04-03,62.96
"279","Finland",2020-04-04,-49,-13,45,-55,-26,9,25,0.902040560073376,"EU",49,"Finland",2020-04-04,62.96
"280","Finland",2020-04-05,-47,-13,73,-57,-25,8,28,0.541224336044025,"EU",50,"Finland",2020-04-05,62.96
"281","Finland",2020-04-06,-41,-15,48,-56,-49,16,27,0,"EU",51,"Finland",2020-04-06,62.96
"282","Finland",2020-04-07,-41,-9,60,-56,-50,16,34,1.26285678410273,"EU",52,"Finland",2020-04-07,62.96
"283","Finland",2020-04-08,-37,1,78,-54,-50,15,40,1.08244867208805,"EU",53,"Finland",2020-04-08,62.96
"284","Finland",2020-04-09,-31,11,64,-54,-52,14,42,0.36081622402935,"EU",54,"Finland",2020-04-09,62.96
"285","Finland",2020-04-10,-67,-38,124,-69,-83,26,48,1.08244867208805,"EU",55,"Finland",2020-04-10,62.96
"286","Finland",2020-04-11,-51,-17,89,-54,-30,8,49,0.180408112014675,"EU",56,"Finland",2020-04-11,62.96
"287","Finland",2020-04-12,-62,-27,-9,-70,-33,11,56,1.26285678410273,"EU",57,"Finland",2020-04-12,62.96
"288","Finland",2020-04-13,-62,-30,96,-68,-84,23,59,0.541224336044025,"EU",58,"Finland",2020-04-13,62.96
"289","Finland",2020-04-14,-45,-13,11,-58,-50,17,64,0.902040560073376,"EU",59,"Finland",2020-04-14,62.96
"290","Finland",2020-04-15,-42,-12,37,-57,-49,17,72,1.4432648961174,"EU",60,"Finland",2020-04-15,60.19
"291","Finland",2020-04-16,-43,-13,28,-58,-49,17,75,0.541224336044025,"EU",61,"Finland",2020-04-16,60.19
"292","Finland",2020-04-17,-42,-12,32,-59,-48,17,82,1.26285678410273,"EU",62,"Finland",2020-04-17,60.19
"293","Finland",2020-04-18,-47,-15,44,-52,-21,8,90,1.4432648961174,"EU",63,"Finland",2020-04-18,60.19
"294","Finland",2020-04-19,-45,-16,81,-55,-20,7,94,0.7216324480587,"EU",64,"Finland",2020-04-19,60.19
"295","Finland",2020-04-20,-39,-16,62,-53,-47,14,98,0.7216324480587,"EU",65,"Finland",2020-04-20,60.19
"296","Finland",2020-04-21,-38,-11,121,-50,-47,13,141,7.75754881663103,"EU",66,"Finland",2020-04-21,60.19
"297","Finland",2020-04-22,-39,-11,110,-51,-46,14,149,1.4432648961174,"EU",67,"Finland",2020-04-22,60.19
"298","Finland",2020-04-23,-39,-10,84,-53,-47,14,172,4.14938657633753,"EU",68,"Finland",2020-04-23,60.19
"299","Finland",2020-04-24,-41,-12,49,-57,-47,15,177,0.902040560073376,"EU",69,"Finland",2020-04-24,60.19
"300","Finland",2020-04-25,-46,-16,56,-52,-21,6,186,1.62367300813208,"EU",70,"Finland",2020-04-25,60.19
"301","Finland",2020-04-26,-45,-14,56,-56,-20,6,190,0.7216324480587,"EU",71,"Finland",2020-04-26,60.19
"302","Finland",2020-04-27,-37,-13,60,-53,-46,14,193,0.541224336044025,"EU",72,"Finland",2020-04-27,60.19
"303","Finland",2020-04-28,-39,-10,38,-54,-46,13,199,1.08244867208805,"EU",73,"Finland",2020-04-28,60.19
"304","Finland",2020-04-29,-35,2,54,-52,-46,14,206,1.26285678410273,"EU",74,"Finland",2020-04-29,60.19
"305","Finland",2020-04-30,-30,15,105,-48,-49,10,211,0.902040560073376,"EU",75,"Finland",2020-04-30,60.19
"306","Finland",2020-05-01,-69,-44,152,-68,-82,23,218,1.26285678410273,"EU",76,"Finland",2020-05-01,60.19
"307","Finland",2020-05-02,-47,-20,68,-54,-23,7,220,0.36081622402935,"EU",77,"Finland",2020-05-02,60.19
"308","Finland",2020-05-03,-41,-11,94,-52,-16,4,230,1.80408112014675,"EU",78,"Finland",2020-05-03,60.19
"309","Finland",2020-05-04,-31,-5,80,-49,-45,12,240,1.80408112014675,"EU",79,"Finland",2020-05-04,60.19
"310","Finland",2020-05-05,-31,-5,129,-47,-44,12,246,1.08244867208805,"EU",80,"Finland",2020-05-05,60.19
"311","Finland",2020-05-06,-32,-5,118,-48,-44,12,252,1.08244867208805,"EU",81,"Finland",2020-05-06,60.19
"312","Finland",2020-05-07,-32,-3,96,-49,-44,12,255,0.541224336044025,"EU",82,"Finland",2020-05-07,60.19
"313","Finland",2020-05-08,-33,-3,89,-50,-44,12,260,0.902040560073376,"EU",83,"Finland",2020-05-08,60.19
"314","Finland",2020-05-09,-31,4,96,-42,-13,3,265,0.902040560073376,"EU",84,"Finland",2020-05-09,60.19
"315","Finland",2020-05-10,-37,-7,81,-46,-9,2,267,0.36081622402935,"EU",85,"Finland",2020-05-10,60.19
"316","Finland",2020-05-11,-40,-16,13,-54,-45,14,271,0.7216324480587,"EU",86,"Finland",2020-05-11,60.19
"317","Finland",2020-05-12,-35,-7,68,-48,-43,13,275,0.7216324480587,"EU",87,"Finland",2020-05-12,60.19
"318","Finland",2020-05-13,-36,-8,78,-49,-43,13,284,1.62367300813208,"EU",88,"Finland",2020-05-13,60.19
"319","Finland",2020-05-14,-35,-6,77,-44,-32,9,287,0.541224336044025,"EU",89,"Finland",2020-05-14,53.7
"320","Finland",2020-05-15,-34,-5,78,-48,-32,10,293,1.08244867208805,"EU",90,"Finland",2020-05-15,53.7
"321","Finland",2020-05-16,-40,-9,38,-51,-15,6,297,0.7216324480587,"EU",91,"Finland",2020-05-16,53.7
"322","Finland",2020-05-17,-37,-8,73,-51,-10,4,298,0.180408112014675,"EU",92,"Finland",2020-05-17,53.7
"323","Finland",2020-05-18,-28,-6,86,-43,-31,9,300,0.36081622402935,"EU",93,"Finland",2020-05-18,53.7
"324","Finland",2020-05-19,-30,-4,73,-44,-32,10,301,0.180408112014675,"EU",94,"Finland",2020-05-19,53.7
"325","Finland",2020-05-20,-24,14,71,-34,-31,6,304,0.541224336044025,"EU",95,"Finland",2020-05-20,53.7
"326","Finland",2020-05-21,-47,-14,149,-53,-76,17,306,0.36081622402935,"EU",96,"Finland",2020-05-21,53.7
"327","Finland",2020-05-22,-29,-1,157,-41,-45,9,306,0,"EU",97,"Finland",2020-05-22,53.7
"328","Finland",2020-05-23,-37,-4,130,-34,-8,1,306,0,"EU",98,"Finland",2020-05-23,53.7
"329","Finland",2020-05-24,-34,1,80,-40,-5,-1,307,0.180408112014675,"EU",99,"Finland",2020-05-24,53.7
"330","Finland",2020-05-25,-24,3,76,-35,-31,7,308,0.180408112014675,"EU",100,"Finland",2020-05-25,53.7
"331","Finland",2020-05-26,-23,6,114,-30,-30,6,312,0.7216324480587,"EU",101,"Finland",2020-05-26,53.7
"332","Finland",2020-05-27,-25,4,86,-34,-29,7,313,0.180408112014675,"EU",102,"Finland",2020-05-27,53.7
"333","Finland",2020-05-28,-27,4,66,-36,-29,7,313,0,"EU",103,"Finland",2020-05-28,53.7
"334","Finland",2020-05-29,-26,2,91,-36,-28,7,314,0.180408112014675,"EU",104,"Finland",2020-05-29,48.15
"335","Finland",2020-05-30,-27,6,118,-21,32,-2,316,0.36081622402935,"EU",105,"Finland",2020-05-30,48.15
"336","Finland",2020-05-31,-26,9,122,-31,4,-2,320,0.7216324480587,"EU",106,"Finland",2020-05-31,48.15
"337","Finland",2020-06-01,-6,7,114,-27,-40,5,318,0,"EU",107,"Finland",2020-06-01,44.44
"338","Finland",2020-06-02,-11,5,124,-26,-40,6,320,0.36081622402935,"EU",108,"Finland",2020-06-02,44.44
"339","Finland",2020-06-03,-11,6,145,-26,-40,5,321,0.180408112014675,"EU",109,"Finland",2020-06-03,44.44
"340","Finland",2020-06-04,-17,2,81,-33,-41,7,322,0.180408112014675,"EU",110,"Finland",2020-06-04,44.44
"341","Finland",2020-06-05,-18,-1,100,-37,-41,7,322,0,"EU",111,"Finland",2020-06-05,44.44
"342","Finland",2020-06-06,-24,-4,73,-32,-4,1,322,0,"EU",112,"Finland",2020-06-06,44.44
"343","Finland",2020-06-07,-18,5,113,-29,3,-2,323,0.180408112014675,"EU",113,"Finland",2020-06-07,44.44
"344","Finland",2020-06-08,-12,1,92,-35,-41,6,323,0,"EU",114,"Finland",2020-06-08,44.44
"345","Finland",2020-06-09,-11,3,130,-30,-40,6,324,0.180408112014675,"EU",115,"Finland",2020-06-09,44.44
"346","Finland",2020-06-10,-7,7,214,-26,-39,4,324,0,"EU",116,"Finland",2020-06-10,44.44
"347","Finland",2020-06-11,-7,7,204,-30,-40,4,325,0.180408112014675,"EU",117,"Finland",2020-06-11,44.44
"348","Finland",2020-06-12,-9,2,240,-31,-40,2,325,0,"EU",118,"Finland",2020-06-12,44.44
"349","Finland",2020-06-13,-14,2,239,-19,5,-5,325,0,"EU",119,"Finland",2020-06-13,44.44
"350","Finland",2020-06-14,-8,12,221,-24,8,-6,326,0.180408112014675,"EU",120,"Finland",2020-06-14,44.44
"351","Finland",2020-06-15,4,13,223,-27,-41,3,326,0,"EU",121,"Finland",2020-06-15,35.19
"352","Finland",2020-06-16,0,12,192,-27,-41,4,326,0,"EU",122,"Finland",2020-06-16,35.19
"353","Finland",2020-06-17,4,22,241,-24,-41,2,326,0,"EU",123,"Finland",2020-06-17,35.19
"354","Finland",2020-06-18,3,33,290,-26,-45,-1,326,0,"EU",124,"Finland",2020-06-18,35.19
"355","Finland",2020-06-19,-48,-18,517,-52,-78,5,326,0,"EU",125,"Finland",2020-06-19,35.19
"356","Finland",2020-06-20,-58,-37,330,-46,-23,-5,326,0,"EU",126,"Finland",2020-06-20,35.19
"357","Finland",2020-06-21,-20,3,256,-31,2,-13,326,0,"EU",127,"Finland",2020-06-21,35.19
"358","Finland",2020-06-22,3,12,255,-29,-47,2,327,0.180408112014675,"EU",128,"Finland",2020-06-22,35.19
"359","Finland",2020-06-23,-1,9,275,-27,-46,4,327,0,"EU",129,"Finland",2020-06-23,35.19
"360","Finland",2020-06-24,0,9,323,-26,-44,3,327,0,"EU",130,"Finland",2020-06-24,35.19
"361","Finland",2020-06-25,-4,8,298,-28,-45,3,327,0,"EU",131,"Finland",2020-06-25,35.19
"362","Finland",2020-06-26,-6,2,298,-30,-45,2,328,0.180408112014675,"EU",132,"Finland",2020-06-26,35.19
"363","Finland",2020-06-27,-11,1,263,-16,1,-6,328,0,"EU",133,"Finland",2020-06-27,35.19
"364","Finland",2020-06-28,-6,9,219,-21,8,-7,328,0,"EU",134,"Finland",2020-06-28,35.19
"365","Finland",2020-06-29,0,7,173,-31,-47,5,328,0,"EU",135,"Finland",2020-06-29,35.19
"366","Finland",2020-06-30,-2,4,93,-35,-48,8,328,0,"EU",136,"Finland",2020-06-30,35.19
"367","Finland",2020-07-01,4,7,155,-29,-47,6,328,0,"EU",137,"Finland",2020-07-01,35.19
"368","Finland",2020-07-02,1,5,194,-29,-47,5,328,0,"EU",138,"Finland",2020-07-02,35.19
"369","Finland",2020-07-03,-2,0,207,-29,-47,4,329,0.180408112014675,"EU",139,"Finland",2020-07-03,35.19
"370","Finland",2020-07-04,-12,-3,98,-26,-3,-1,329,0,"EU",140,"Finland",2020-07-04,35.19
"371","Finland",2020-07-05,-5,4,137,-25,4,-3,329,0,"EU",141,"Finland",2020-07-05,35.19
"372","Finland",2020-07-06,6,8,176,-29,-53,5,329,0,"EU",142,"Finland",2020-07-06,35.19
"373","Finland",2020-07-07,3,7,184,-30,-53,6,329,0,"EU",143,"Finland",2020-07-07,35.19
"374","Finland",2020-07-08,2,5,249,-28,-51,5,329,0,"EU",144,"Finland",2020-07-08,35.19
"375","Finland",2020-07-09,-1,5,202,-32,-52,5,329,0,"EU",145,"Finland",2020-07-09,40.74
"376","Finland",2020-07-10,-3,-1,235,-30,-51,3,329,0,"EU",146,"Finland",2020-07-10,40.74
"377","Finland",2020-07-11,-14,-6,115,-28,-5,-1,329,0,"EU",147,"Finland",2020-07-11,40.74
"378","Finland",2020-07-12,-3,6,194,-20,5,-5,329,0,"EU",148,"Finland",2020-07-12,40.74
"379","Finland",2020-07-13,4,8,222,-32,-54,5,329,0,"EU",149,"Finland",2020-07-13,40.74
"380","Finland",2020-07-14,5,7,277,-28,-54,5,329,0,"EU",150,"Finland",2020-07-14,40.74
"381","Finland",2020-07-15,9,10,380,-27,-52,3,328,0,"EU",151,"Finland",2020-07-15,40.74
"382","Finland",2020-07-16,4,8,350,-29,-53,2,328,0,"EU",152,"Finland",2020-07-16,40.74
"383","Finland",2020-07-17,-2,1,358,-31,-52,1,328,0,"EU",153,"Finland",2020-07-17,35.19
"384","Finland",2020-07-18,-6,-1,291,-17,1,-7,328,0,"EU",154,"Finland",2020-07-18,35.19
"385","Finland",2020-07-19,2,10,276,-19,7,-9,328,0,"EU",155,"Finland",2020-07-19,35.19
"386","Finland",2020-07-20,6,10,351,-29,-55,2,328,0,"EU",156,"Finland",2020-07-20,35.19
"387","Finland",2020-07-21,2,7,279,-32,-55,5,328,0,"EU",157,"Finland",2020-07-21,35.19
"388","Finland",2020-07-22,4,5,251,-31,-54,5,328,0,"EU",158,"Finland",2020-07-22,35.19
"389","Finland",2020-07-23,-1,3,187,-35,-54,6,328,0,"EU",159,"Finland",2020-07-23,35.19
"390","Finland",2020-07-24,-7,-2,175,-37,-53,6,329,0.180408112014675,"EU",160,"Finland",2020-07-24,35.19
"391","Finland",2020-07-25,-9,-4,164,-24,-2,-3,329,0,"EU",161,"Finland",2020-07-25,35.19
"392","Finland",2020-07-26,3,8,244,-17,7,-7,329,0,"EU",162,"Finland",2020-07-26,35.19
"393","Finland",2020-07-27,5,8,315,-30,-53,3,329,0,"EU",163,"Finland",2020-07-27,35.19
"394","Finland",2020-07-28,0,5,249,-33,-53,5,329,0,"EU",164,"Finland",2020-07-28,35.19
"395","Finland",2020-07-29,0,4,223,-33,-53,6,329,0,"EU",165,"Finland",2020-07-29,35.19
"396","Finland",2020-07-30,-1,4,229,-34,-53,5,329,0,"EU",166,"Finland",2020-07-30,35.19
"397","Finland",2020-07-31,-2,1,272,-32,-51,2,329,0,"EU",167,"Finland",2020-07-31,35.19
"398","Finland",2020-08-01,-7,-4,242,-15,1,-7,329,0,"EU",168,"Finland",2020-08-01,35.19
"399","Finland",2020-08-02,-3,4,147,-24,3,-6,329,0,"EU",169,"Finland",2020-08-02,35.19
"400","Finland",2020-08-03,7,10,185,-28,-47,4,329,0,"EU",170,"Finland",2020-08-03,35.19
"401","Finland",2020-08-04,6,8,194,-28,-47,4,331,0.36081622402935,"EU",171,"Finland",2020-08-04,35.19
"402","Finland",2020-08-05,6,7,258,-25,-46,3,331,0,"EU",172,"Finland",2020-08-05,35.19
"403","Finland",2020-08-06,0,5,205,-29,-47,3,331,0,"EU",173,"Finland",2020-08-06,35.19
"404","Finland",2020-08-07,-2,0,300,-28,-45,0,331,0,"EU",174,"Finland",2020-08-07,35.19
"405","Finland",2020-08-08,-6,-2,302,-15,2,-7,331,0,"EU",175,"Finland",2020-08-08,35.19
"406","Finland",2020-08-09,1,8,217,-19,7,-8,331,0,"EU",176,"Finland",2020-08-09,35.19
"407","Finland",2020-08-10,4,7,194,-26,-43,2,333,0.36081622402935,"EU",177,"Finland",2020-08-10,35.19
"408","Finland",2020-08-11,-1,3,159,-28,-42,4,333,0,"EU",178,"Finland",2020-08-11,35.19
"409","Finland",2020-08-12,-3,3,166,-27,-39,3,333,0,"EU",179,"Finland",2020-08-12,35.19
"410","Finland",2020-08-13,-5,4,154,-27,-38,2,333,0,"EU",180,"Finland",2020-08-13,35.19
"411","Finland",2020-08-14,-5,2,186,-29,-37,0,333,0,"EU",181,"Finland",2020-08-14,32.41
"412","Finland",2020-08-15,-8,-3,222,-20,2,-5,333,0,"EU",182,"Finland",2020-08-15,32.41
"413","Finland",2020-08-16,-1,6,190,-21,6,-6,333,0,"EU",183,"Finland",2020-08-16,32.41
"414","Finland",2020-08-17,-3,3,152,-27,-37,1,334,0.180408112014675,"EU",184,"Finland",2020-08-17,32.41
"415","Finland",2020-08-18,-5,2,167,-27,-34,2,334,0,"EU",185,"Finland",2020-08-18,32.41
"416","Finland",2020-08-19,-5,2,199,-26,-34,2,334,0,"EU",186,"Finland",2020-08-19,32.41
"417","Finland",2020-08-20,-7,1,199,-28,-35,1,334,0,"EU",187,"Finland",2020-08-20,32.41
"418","Finland",2020-08-21,-6,-1,240,-26,-34,-1,334,0,"EU",188,"Finland",2020-08-21,32.41
"419","Finland",2020-08-22,-14,-7,102,-29,-3,-1,334,0,"EU",189,"Finland",2020-08-22,32.41
"420","Finland",2020-08-23,-4,2,126,-23,4,-4,334,0,"EU",190,"Finland",2020-08-23,32.41
"421","Finland",2020-08-24,-7,-1,95,-30,-33,3,335,0.180408112014675,"EU",191,"Finland",2020-08-24,32.41
"422","Finland",2020-08-25,-7,0,114,-29,-32,3,335,0,"EU",192,"Finland",2020-08-25,32.41
"423","Finland",2020-08-26,-4,1,137,-27,-30,3,335,0,"EU",193,"Finland",2020-08-26,32.41
"424","Finland",2020-08-27,-6,2,125,-27,-30,2,335,0,"EU",194,"Finland",2020-08-27,32.41
"425","Finland",2020-08-28,-6,0,165,-27,-29,1,335,0,"EU",195,"Finland",2020-08-28,32.41
"426","Finland",2020-08-29,-10,-4,175,-20,2,-4,335,0,"EU",196,"Finland",2020-08-29,32.41
"427","Finland",2020-08-30,-11,-2,88,-27,1,-4,335,0,"EU",197,"Finland",2020-08-30,32.41
"428","Finland",2020-08-31,-5,1,79,-27,-29,2,336,0.180408112014675,"EU",198,"Finland",2020-08-31,32.41
"429","Finland",2020-09-01,-1,5,124,-23,-28,2,336,0,"EU",199,"Finland",2020-09-01,32.41
"430","Finland",2020-09-02,-3,3,143,-25,-26,2,336,0,"EU",200,"Finland",2020-09-02,32.41
"431","Finland",2020-09-03,-7,2,91,-29,-27,3,336,0,"EU",201,"Finland",2020-09-03,32.41
"432","Finland",2020-09-04,-4,3,103,-29,-26,2,336,0,"EU",202,"Finland",2020-09-04,32.41
"433","Finland",2020-09-05,-7,-2,96,-26,-1,-2,336,0,"EU",203,"Finland",2020-09-05,32.41
"434","Finland",2020-09-06,-8,0,93,-28,1,-2,336,0,"EU",204,"Finland",2020-09-06,32.41
"435","Finland",2020-09-07,-3,2,101,-27,-26,2,336,0,"EU",205,"Finland",2020-09-07,32.41
"436","Finland",2020-09-08,-8,-1,58,-30,-27,4,336,0,"EU",206,"Finland",2020-09-08,32.41
"437","Finland",2020-09-09,-6,0,107,-28,-24,3,337,0.180408112014675,"EU",207,"Finland",2020-09-09,32.41
"438","Finland",2020-09-10,-6,2,86,-27,-25,2,337,0,"EU",208,"Finland",2020-09-10,32.41
"439","Finland",2020-09-11,-5,1,149,-26,-24,-1,337,0,"EU",209,"Finland",2020-09-11,32.41
"440","Finland",2020-09-12,-11,-3,81,-27,-5,-2,337,0,"EU",210,"Finland",2020-09-12,32.41
"441","Finland",2020-09-13,-5,3,126,-21,2,-5,337,0,"EU",211,"Finland",2020-09-13,32.41
"442","Finland",2020-09-14,-5,1,130,-25,-21,0,337,0,"EU",212,"Finland",2020-09-14,32.41
"443","Finland",2020-09-15,-4,4,129,-25,-21,1,339,0.36081622402935,"EU",213,"Finland",2020-09-15,32.41
"444","Finland",2020-09-16,-7,2,77,-28,-22,3,339,0,"EU",214,"Finland",2020-09-16,32.41
"445","Finland",2020-09-17,-13,-4,57,-32,-23,4,339,0,"EU",215,"Finland",2020-09-17,32.41
"446","Finland",2020-09-18,-5,2,134,-26,-21,0,339,0,"EU",216,"Finland",2020-09-18,32.41
"447","Finland",2020-09-19,-8,-2,132,-20,-1,-3,339,0,"EU",217,"Finland",2020-09-19,32.41
"448","Finland",2020-09-20,-6,1,114,-22,1,-3,339,0,"EU",218,"Finland",2020-09-20,32.41
"449","Finland",2020-09-21,-7,-1,86,-27,-21,3,341,0.36081622402935,"EU",219,"Finland",2020-09-21,32.41
"450","Finland",2020-09-22,-8,0,94,-27,-20,3,341,0,"EU",220,"Finland",2020-09-22,32.41
"451","Finland",2020-09-23,-7,1,122,-27,-19,3,343,0.36081622402935,"EU",221,"Finland",2020-09-23,32.41
"452","Finland",2020-09-24,-10,0,107,-27,-19,3,343,0,"EU",222,"Finland",2020-09-24,32.41
"453","Finland",2020-09-25,-7,2,127,-29,-19,2,343,0,"EU",223,"Finland",2020-09-25,32.41
"454","Finland",2020-09-26,-11,-2,144,-23,4,-2,343,0,"EU",224,"Finland",2020-09-26,32.41
"455","Finland",2020-09-27,-9,1,148,-23,4,-3,343,0,"EU",225,"Finland",2020-09-27,32.41
"456","Finland",2020-09-28,-8,0,102,-28,-18,3,345,0.36081622402935,"EU",226,"Finland",2020-09-28,32.41
"457","Finland",2020-09-29,-11,-1,72,-30,-18,5,345,0,"EU",227,"Finland",2020-09-29,NA
"458","Finland",2020-09-30,-6,3,88,-28,-18,4,344,0,"EU",228,"Finland",2020-09-30,NA
"459","Norway",2020-02-15,1,1,26,7,-1,-1,0,0,"EU",0,"Norway",2020-02-15,11.11
"460","Norway",2020-02-16,-5,3,-34,-5,-3,1,0,0,"EU",1,"Norway",2020-02-16,11.11
"461","Norway",2020-02-17,2,0,13,-5,-12,2,0,0,"EU",2,"Norway",2020-02-17,11.11
"462","Norway",2020-02-18,3,-1,15,-5,-11,1,0,0,"EU",3,"Norway",2020-02-18,11.11
"463","Norway",2020-02-19,6,4,49,-1,-12,0,0,0,"EU",4,"Norway",2020-02-19,11.11
"464","Norway",2020-02-20,-1,-2,-4,-9,-14,2,0,0,"EU",5,"Norway",2020-02-20,11.11
"465","Norway",2020-02-21,1,-1,12,-4,-15,2,0,0,"EU",6,"Norway",2020-02-21,11.11
"466","Norway",2020-02-22,-3,-1,9,2,-4,0,0,0,"EU",7,"Norway",2020-02-22,11.11
"467","Norway",2020-02-23,-1,9,0,7,-2,-2,0,0,"EU",8,"Norway",2020-02-23,11.11
"468","Norway",2020-02-24,1,1,21,3,-5,0,0,0,"EU",9,"Norway",2020-02-24,11.11
"469","Norway",2020-02-25,1,1,13,-1,-4,1,0,0,"EU",10,"Norway",2020-02-25,11.11
"470","Norway",2020-02-26,2,2,23,1,-4,0,0,0,"EU",11,"Norway",2020-02-26,11.11
"471","Norway",2020-02-27,1,3,14,0,-5,1,0,0,"EU",12,"Norway",2020-02-27,11.11
